areaCode,areaName,areaType,date,hospitalCases,newDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,2020-10-28,11224,281
K02000001,United Kingdom,overview,2020-10-27,10719,285
K02000001,United Kingdom,overview,2020-10-26,9902,282
K02000001,United Kingdom,overview,2020-10-25,9577,255
K02000001,United Kingdom,overview,2020-10-24,9055,219
K02000001,United Kingdom,overview,2020-10-23,8686,225
K02000001,United Kingdom,overview,2020-10-22,8123,242
K02000001,United Kingdom,overview,2020-10-21,7953,232
K02000001,United Kingdom,overview,2020-10-20,7685,210
K02000001,United Kingdom,overview,2020-10-19,7169,193
K02000001,United Kingdom,overview,2020-10-18,6668,167
K02000001,United Kingdom,overview,2020-10-17,6391,186
K02000001,United Kingdom,overview,2020-10-16,6155,162
K02000001,United Kingdom,overview,2020-10-15,5799,152
K02000001,United Kingdom,overview,2020-10-14,5461,123
K02000001,United Kingdom,overview,2020-10-13,5167,119
K02000001,United Kingdom,overview,2020-10-12,4843,120
K02000001,United Kingdom,overview,2020-10-11,4556,128
K02000001,United Kingdom,overview,2020-10-10,4249,107
K02000001,United Kingdom,overview,2020-10-09,4071,96
K02000001,United Kingdom,overview,2020-10-08,3976,97
K02000001,United Kingdom,overview,2020-10-07,3787,110
K02000001,United Kingdom,overview,2020-10-06,3539,84
K02000001,United Kingdom,overview,2020-10-05,3267,68
K02000001,United Kingdom,overview,2020-10-04,2958,63
K02000001,United Kingdom,overview,2020-10-03,2776,70
K02000001,United Kingdom,overview,2020-10-02,2637,74
K02000001,United Kingdom,overview,2020-10-01,2502,71
K02000001,United Kingdom,overview,2020-09-30,2444,61
K02000001,United Kingdom,overview,2020-09-29,2336,48
K02000001,United Kingdom,overview,2020-09-28,2319,55
K02000001,United Kingdom,overview,2020-09-27,2114,56
K02000001,United Kingdom,overview,2020-09-26,1963,47
K02000001,United Kingdom,overview,2020-09-25,1956,40
K02000001,United Kingdom,overview,2020-09-24,1782,34
K02000001,United Kingdom,overview,2020-09-23,1669,58
K02000001,United Kingdom,overview,2020-09-22,1576,39
K02000001,United Kingdom,overview,2020-09-21,1499,30
K02000001,United Kingdom,overview,2020-09-20,1344,40
K02000001,United Kingdom,overview,2020-09-19,1249,25
K02000001,United Kingdom,overview,2020-09-18,1171,30
K02000001,United Kingdom,overview,2020-09-17,1112,38
K02000001,United Kingdom,overview,2020-09-16,1058,31
K02000001,United Kingdom,overview,2020-09-15,1013,26
K02000001,United Kingdom,overview,2020-09-14,928,21
K02000001,United Kingdom,overview,2020-09-13,788,20
K02000001,United Kingdom,overview,2020-09-12,760,23
K02000001,United Kingdom,overview,2020-09-11,721,20
K02000001,United Kingdom,overview,2020-09-10,900,16
K02000001,United Kingdom,overview,2020-09-09,881,14
K02000001,United Kingdom,overview,2020-09-08,851,16
K02000001,United Kingdom,overview,2020-09-07,861,24
K02000001,United Kingdom,overview,2020-09-06,775,13
K02000001,United Kingdom,overview,2020-09-05,770,14
K02000001,United Kingdom,overview,2020-09-04,777,15
K02000001,United Kingdom,overview,2020-09-03,773,9
K02000001,United Kingdom,overview,2020-09-02,759,15
K02000001,United Kingdom,overview,2020-09-01,814,11
K02000001,United Kingdom,overview,2020-08-31,810,18
K02000001,United Kingdom,overview,2020-08-30,790,11
K02000001,United Kingdom,overview,2020-08-29,795,8
K02000001,United Kingdom,overview,2020-08-28,782,12
K02000001,United Kingdom,overview,2020-08-27,806,12
K02000001,United Kingdom,overview,2020-08-26,799,16
K02000001,United Kingdom,overview,2020-08-25,811,22
K02000001,United Kingdom,overview,2020-08-24,842,10
K02000001,United Kingdom,overview,2020-08-23,835,17
K02000001,United Kingdom,overview,2020-08-22,908,12
K02000001,United Kingdom,overview,2020-08-21,853,10
K02000001,United Kingdom,overview,2020-08-20,878,16
K02000001,United Kingdom,overview,2020-08-19,897,13
K02000001,United Kingdom,overview,2020-08-18,927,15
K02000001,United Kingdom,overview,2020-08-17,960,21
K02000001,United Kingdom,overview,2020-08-16,961,15
K02000001,United Kingdom,overview,2020-08-15,956,23
K02000001,United Kingdom,overview,2020-08-14,977,18
K02000001,United Kingdom,overview,2020-08-13,989,23
K02000001,United Kingdom,overview,2020-08-12,986,24
K02000001,United Kingdom,overview,2020-08-11,1021,20
K02000001,United Kingdom,overview,2020-08-10,1070,25
K02000001,United Kingdom,overview,2020-08-09,965,19
K02000001,United Kingdom,overview,2020-08-08,1010,22
K02000001,United Kingdom,overview,2020-08-07,1078,24
K02000001,United Kingdom,overview,2020-08-06,1137,21
K02000001,United Kingdom,overview,2020-08-05,1184,13
K02000001,United Kingdom,overview,2020-08-04,1198,27
K02000001,United Kingdom,overview,2020-08-03,1234,23
K02000001,United Kingdom,overview,2020-08-02,1235,17
K02000001,United Kingdom,overview,2020-08-01,1272,20
K02000001,United Kingdom,overview,2020-07-31,1249,31
K02000001,United Kingdom,overview,2020-07-30,1298,17
K02000001,United Kingdom,overview,2020-07-29,1332,28
K02000001,United Kingdom,overview,2020-07-28,1352,26
K02000001,United Kingdom,overview,2020-07-27,1353,18
K02000001,United Kingdom,overview,2020-07-26,1366,32
K02000001,United Kingdom,overview,2020-07-25,1384,23
K02000001,United Kingdom,overview,2020-07-24,1436,19
K02000001,United Kingdom,overview,2020-07-23,1523,36
K02000001,United Kingdom,overview,2020-07-22,1733,34
K02000001,United Kingdom,overview,2020-07-21,1617,31
K02000001,United Kingdom,overview,2020-07-20,1715,31
K02000001,United Kingdom,overview,2020-07-19,1725,24
K02000001,United Kingdom,overview,2020-07-18,1760,31
K02000001,United Kingdom,overview,2020-07-17,1791,34
K02000001,United Kingdom,overview,2020-07-16,1814,21
K02000001,United Kingdom,overview,2020-07-15,1957,41
K02000001,United Kingdom,overview,2020-07-14,1977,42
K02000001,United Kingdom,overview,2020-07-13,2096,45
K02000001,United Kingdom,overview,2020-07-12,2083,32
K02000001,United Kingdom,overview,2020-07-11,2099,38
K02000001,United Kingdom,overview,2020-07-10,2225,44
K02000001,United Kingdom,overview,2020-07-09,2325,61
K02000001,United Kingdom,overview,2020-07-08,2434,47
K02000001,United Kingdom,overview,2020-07-07,2578,43
K02000001,United Kingdom,overview,2020-07-06,2680,54
K02000001,United Kingdom,overview,2020-07-05,2723,52
K02000001,United Kingdom,overview,2020-07-04,2784,52
K02000001,United Kingdom,overview,2020-07-03,2926,48
K02000001,United Kingdom,overview,2020-07-02,3062,61
K02000001,United Kingdom,overview,2020-07-01,3180,54
K02000001,United Kingdom,overview,2020-06-30,3365,81
K02000001,United Kingdom,overview,2020-06-29,3732,69
K02000001,United Kingdom,overview,2020-06-28,3539,71
K02000001,United Kingdom,overview,2020-06-27,3526,73
K02000001,United Kingdom,overview,2020-06-26,3600,79
K02000001,United Kingdom,overview,2020-06-25,3824,108
K02000001,United Kingdom,overview,2020-06-24,4007,101
K02000001,United Kingdom,overview,2020-06-23,4107,97
K02000001,United Kingdom,overview,2020-06-22,4255,83
K02000001,United Kingdom,overview,2020-06-21,4197,80
K02000001,United Kingdom,overview,2020-06-20,4229,87
K02000001,United Kingdom,overview,2020-06-19,4394,88
K02000001,United Kingdom,overview,2020-06-18,4536,90
K02000001,United Kingdom,overview,2020-06-17,4694,105
K02000001,United Kingdom,overview,2020-06-16,4834,120
K02000001,United Kingdom,overview,2020-06-15,4839,107
K02000001,United Kingdom,overview,2020-06-14,4876,136
K02000001,United Kingdom,overview,2020-06-13,4908,101
K02000001,United Kingdom,overview,2020-06-12,5056,135
K02000001,United Kingdom,overview,2020-06-11,5144,121
K02000001,United Kingdom,overview,2020-06-10,5436,166
K02000001,United Kingdom,overview,2020-06-09,5695,137
K02000001,United Kingdom,overview,2020-06-08,5889,161
K02000001,United Kingdom,overview,2020-06-07,5902,163
K02000001,United Kingdom,overview,2020-06-06,6108,151
K02000001,United Kingdom,overview,2020-06-05,6338,184
K02000001,United Kingdom,overview,2020-06-04,6537,183
K02000001,United Kingdom,overview,2020-06-03,6766,203
K02000001,United Kingdom,overview,2020-06-02,7031,233
K02000001,United Kingdom,overview,2020-06-01,7188,199
K02000001,United Kingdom,overview,2020-05-31,7174,195
K02000001,United Kingdom,overview,2020-05-30,7204,219
K02000001,United Kingdom,overview,2020-05-29,7523,254
K02000001,United Kingdom,overview,2020-05-28,7838,288
K02000001,United Kingdom,overview,2020-05-27,8150,282
K02000001,United Kingdom,overview,2020-05-26,8660,300
K02000001,United Kingdom,overview,2020-05-25,8762,279
K02000001,United Kingdom,overview,2020-05-24,8741,281
K02000001,United Kingdom,overview,2020-05-23,8741,284
K02000001,United Kingdom,overview,2020-05-22,9110,300
K02000001,United Kingdom,overview,2020-05-21,9214,342
K02000001,United Kingdom,overview,2020-05-20,9484,353
K02000001,United Kingdom,overview,2020-05-19,9928,372
K02000001,United Kingdom,overview,2020-05-18,10145,407
K02000001,United Kingdom,overview,2020-05-17,10107,377
K02000001,United Kingdom,overview,2020-05-16,10146,419
K02000001,United Kingdom,overview,2020-05-15,10597,421
K02000001,United Kingdom,overview,2020-05-14,10820,465
K02000001,United Kingdom,overview,2020-05-13,11231,454
K02000001,United Kingdom,overview,2020-05-12,11477,441
K02000001,United Kingdom,overview,2020-05-11,11852,428
K02000001,United Kingdom,overview,2020-05-10,11615,494
K02000001,United Kingdom,overview,2020-05-09,11906,539
K02000001,United Kingdom,overview,2020-05-08,11952,569
K02000001,United Kingdom,overview,2020-05-07,12522,631
K02000001,United Kingdom,overview,2020-05-06,13040,627
K02000001,United Kingdom,overview,2020-05-05,13616,642
K02000001,United Kingdom,overview,2020-05-04,13985,676
K02000001,United Kingdom,overview,2020-05-03,14081,662
K02000001,United Kingdom,overview,2020-05-02,14269,705
K02000001,United Kingdom,overview,2020-05-01,14617,786
K02000001,United Kingdom,overview,2020-04-30,15054,780
K02000001,United Kingdom,overview,2020-04-29,15413,817
K02000001,United Kingdom,overview,2020-04-28,15767,801
K02000001,United Kingdom,overview,2020-04-27,16545,866
K02000001,United Kingdom,overview,2020-04-26,16431,894
K02000001,United Kingdom,overview,2020-04-25,16478,919
K02000001,United Kingdom,overview,2020-04-24,16937,1005
K02000001,United Kingdom,overview,2020-04-23,17742,1038
K02000001,United Kingdom,overview,2020-04-22,18403,1102
K02000001,United Kingdom,overview,2020-04-21,19012,1085
K02000001,United Kingdom,overview,2020-04-20,19203,1160
K02000001,United Kingdom,overview,2020-04-19,19442,1122
K02000001,United Kingdom,overview,2020-04-18,19331,1189
K02000001,United Kingdom,overview,2020-04-17,19203,1272
K02000001,United Kingdom,overview,2020-04-16,20263,1322
K02000001,United Kingdom,overview,2020-04-15,20453,1276
K02000001,United Kingdom,overview,2020-04-14,21140,1254
K02000001,United Kingdom,overview,2020-04-13,21158,1232
K02000001,United Kingdom,overview,2020-04-12,21528,1378
K02000001,United Kingdom,overview,2020-04-11,21086,1365
K02000001,United Kingdom,overview,2020-04-10,21103,1319
K02000001,United Kingdom,overview,2020-04-09,20805,1375
K02000001,United Kingdom,overview,2020-04-08,20521,1461
K02000001,United Kingdom,overview,2020-04-07,20008,1293
K02000001,United Kingdom,overview,2020-04-06,19256,1170
K02000001,United Kingdom,overview,2020-04-05,18621,1220
K02000001,United Kingdom,overview,2020-04-04,17271,1147
K02000001,United Kingdom,overview,2020-04-03,15329,1061
K02000001,United Kingdom,overview,2020-04-02,13652,1007
K02000001,United Kingdom,overview,2020-04-01,13432,924
K02000001,United Kingdom,overview,2020-03-31,,831
K02000001,United Kingdom,overview,2020-03-30,,711
K02000001,United Kingdom,overview,2020-03-29,,586
K02000001,United Kingdom,overview,2020-03-28,,516
K02000001,United Kingdom,overview,2020-03-27,,463
K02000001,United Kingdom,overview,2020-03-26,,413
K02000001,United Kingdom,overview,2020-03-25,,337
K02000001,United Kingdom,overview,2020-03-24,,263
K02000001,United Kingdom,overview,2020-03-23,,208
K02000001,United Kingdom,overview,2020-03-22,,183
K02000001,United Kingdom,overview,2020-03-21,,144
K02000001,United Kingdom,overview,2020-03-20,,118
K02000001,United Kingdom,overview,2020-03-19,,79
K02000001,United Kingdom,overview,2020-03-18,,73
K02000001,United Kingdom,overview,2020-03-17,,58
K02000001,United Kingdom,overview,2020-03-16,,51
K02000001,United Kingdom,overview,2020-03-15,,31
K02000001,United Kingdom,overview,2020-03-14,,21
K02000001,United Kingdom,overview,2020-03-13,,16
K02000001,United Kingdom,overview,2020-03-12,,13
K02000001,United Kingdom,overview,2020-03-11,,7
K02000001,United Kingdom,overview,2020-03-10,,3
K02000001,United Kingdom,overview,2020-03-09,,5
K02000001,United Kingdom,overview,2020-03-08,,2
K02000001,United Kingdom,overview,2020-03-07,,0
K02000001,United Kingdom,overview,2020-03-06,,2
K02000001,United Kingdom,overview,2020-03-05,,2
K02000001,United Kingdom,overview,2020-03-04,,1
K02000001,United Kingdom,overview,2020-03-03,,0
K02000001,United Kingdom,overview,2020-03-02,,1
K02000001,United Kingdom,overview,2020-03-01,,0
K02000001,United Kingdom,overview,2020-02-29,,0
K02000001,United Kingdom,overview,2020-02-28,,0
K02000001,United Kingdom,overview,2020-02-27,,0
K02000001,United Kingdom,overview,2020-02-26,,0
K02000001,United Kingdom,overview,2020-02-25,,0
K02000001,United Kingdom,overview,2020-02-24,,0
K02000001,United Kingdom,overview,2020-02-23,,0
K02000001,United Kingdom,overview,2020-02-22,,1
K02000001,United Kingdom,overview,2020-02-21,,0
K02000001,United Kingdom,overview,2020-02-20,,0
K02000001,United Kingdom,overview,2020-02-19,,0
K02000001,United Kingdom,overview,2020-02-18,,0
K02000001,United Kingdom,overview,2020-02-17,,0
K02000001,United Kingdom,overview,2020-02-16,,0
K02000001,United Kingdom,overview,2020-02-15,,0
K02000001,United Kingdom,overview,2020-02-14,,0
K02000001,United Kingdom,overview,2020-02-13,,0
K02000001,United Kingdom,overview,2020-02-12,,0
K02000001,United Kingdom,overview,2020-02-11,,0
K02000001,United Kingdom,overview,2020-02-10,,0
K02000001,United Kingdom,overview,2020-02-09,,0
K02000001,United Kingdom,overview,2020-02-08,,0
K02000001,United Kingdom,overview,2020-02-07,,0
K02000001,United Kingdom,overview,2020-02-06,,0
K02000001,United Kingdom,overview,2020-02-05,,0
K02000001,United Kingdom,overview,2020-02-04,,0
K02000001,United Kingdom,overview,2020-02-03,,0
K02000001,United Kingdom,overview,2020-02-02,,1
K02000001,United Kingdom,overview,2020-02-01,,0
K02000001,United Kingdom,overview,2020-01-31,,0
K02000001,United Kingdom,overview,2020-01-30,,1
